,STATE,COUNTY,STNAME,CTYNAME,YEAR,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
14877,51,137,Virginia,Orange County,2011,33994,16631,17363,13923,14460,2151,2227,56,68,106,175,14,14,381,419,14256,14835,2376,2474,160,180,200,278,34,31,15967,16801,13375,13986,2094,2181,36,55,98,172,5,10,359,397,13688,14339,2307,2418,132,158,188,274,23,25,664,562,548,474,57,46,20,13,8,3,9,4,22,22,568,496,69,56,28,22,12,4,11,6
14896,51,137,Virginia,Orange County,2012,34275,16823,17452,14041,14469,2178,2259,64,71,119,195,17,16,404,442,14401,14859,2420,2528,175,190,207,293,39,39,16100,16838,13445,13950,2119,2213,41,57,107,192,8,12,380,414,13782,14314,2348,2462,143,168,192,288,29,35,723,614,596,519,59,46,23,14,12,3,9,4,24,28,619,545,72,66,32,22,15,5,10,4
14915,51,137,Virginia,Orange County,2013,34620,17005,17615,14217,14627,2180,2259,69,72,121,211,17,16,401,430,14578,15007,2415,2506,180,189,223,322,35,44,16202,16954,13548,14065,2117,2214,45,57,109,206,8,12,375,400,13884,14417,2339,2443,149,167,205,312,23,38,803,661,669,562,63,45,24,15,12,5,9,4,26,30,694,590,76,63,31,22,18,10,12,6
14934,51,137,Virginia,Orange County,2014,34923,17079,17844,14214,14803,2225,2278,65,86,141,212,19,16,415,449,14584,15217,2469,2549,180,199,233,303,40,39,16255,17167,13526,14231,2157,2231,46,67,129,206,9,12,388,420,13872,14618,2385,2482,154,172,216,295,28,34,824,677,688,572,68,47,19,19,12,6,10,4,27,29,712,599,84,67,26,27,17,8,12,5
14953,51,137,Virginia,Orange County,2015,35178,17200,17978,14303,14875,2255,2320,61,83,141,209,19,15,421,476,14680,15305,2502,2603,188,203,230,322,38,38,16331,17263,13574,14276,2183,2265,44,63,129,203,10,11,391,445,13924,14678,2413,2529,158,171,215,313,27,33,869,715,729,599,72,55,17,20,12,6,9,4,30,31,756,627,89,74,30,32,15,9,11,5
14972,51,137,Virginia,Orange County,2016,35354,17252,18102,14283,14934,2304,2355,67,91,158,230,18,15,422,477,14668,15363,2546,2639,186,209,250,343,42,40,16341,17334,13519,14294,2229,2297,48,66,146,224,9,11,390,442,13877,14688,2453,2560,157,172,231,334,31,35,911,768,764,640,75,58,19,25,12,6,9,4,32,35,791,675,93,79,29,37,19,9,11,5
14991,51,137,Virginia,Orange County,2017,35870,17450,18420,14352,15170,2399,2384,78,103,159,234,22,15,440,514,14755,15639,2654,2688,197,237,258,358,40,35,16491,17614,13552,14492,2321,2328,51,78,146,229,10,11,411,476,13926,14925,2560,2609,161,198,240,350,26,31,959,806,800,678,78,56,27,25,13,5,12,4,29,38,829,714,94,79,36,39,18,8,14,4
15010,51,137,Virginia,Orange County,2018,36598,17825,18773,14668,15383,2415,2453,82,107,163,231,25,19,472,580,15107,15901,2687,2817,197,247,266,362,49,47,16772,17906,13783,14653,2331,2397,55,78,153,224,13,15,437,539,14191,15132,2582,2736,156,207,255,347,33,42,1053,867,885,730,84,56,27,29,10,7,12,4,35,41,916,769,105,81,41,40,11,15,16,5
15029,51,137,Virginia,Orange County,2019,37051,18116,18935,14899,15574,2458,2454,88,108,165,234,24,16,482,549,15344,16077,2752,2797,209,237,269,354,40,37,16994,18000,13955,14779,2368,2394,58,80,157,225,12,12,444,510,14366,15245,2635,2714,168,192,255,342,27,32,1122,935,944,795,90,60,30,28,8,9,12,4,38,39,978,832,117,83,41,45,14,12,13,5
15086,51,139,Virginia,Page County,2010,24065,11835,12230,11396,11815,267,215,24,21,28,54,4,4,116,121,11497,11928,329,274,72,68,50,79,9,10,11633,12059,11221,11663,254,204,19,17,28,54,4,4,107,117,11314,11772,314,263,61,61,48,78,8,10,202,171,175,152,13,11,5,4,0,0,0,0,9,4,183,156,15,11,11,7,2,1,1,0
15105,51,139,Virginia,Page County,2011,23957,11750,12207,11304,11775,273,223,24,23,27,58,5,4,117,124,11409,11887,339,289,69,65,41,86,10,8,11531,12030,11119,11618,257,211,18,19,27,58,5,4,105,120,11212,11726,315,276,59,59,41,86,10,7,219,177,185,157,16,12,6,4,0,0,0,0,12,4,197,161,24,13,10,6,0,0,0,1
15124,51,139,Virginia,Page County,2012,23841,11721,12120,11251,11689,266,220,31,24,39,60,6,4,128,123,11370,11801,337,283,76,74,62,82,11,10,11498,11933,11065,11524,250,207,24,20,39,60,5,4,115,118,11171,11631,313,267,64,69,60,81,10,10,223,187,186,165,16,13,7,4,0,0,1,0,13,5,199,170,24,16,12,5,2,1,1,0
15143,51,139,Virginia,Page County,2013,23723,11662,12061,11193,11635,256,213,28,23,41,68,6,4,138,118,11317,11738,331,276,81,58,66,99,11,14,11436,11873,11007,11469,240,201,21,19,41,66,5,4,122,114,11115,11569,308,262,65,53,66,95,10,14,226,188,186,166,16,12,7,4,0,2,1,0,16,4,202,169,23,14,16,5,0,4,1,0
15162,51,139,Virginia,Page County,2014,23784,11722,12062,11233,11620,263,220,31,25,44,69,6,4,145,124,11361,11735,336,288,88,67,74,93,13,8,11482,11857,11034,11439,247,208,24,21,44,66,5,4,128,119,11145,11550,313,273,74,60,70,90,12,8,240,205,199,181,16,12,7,4,0,3,1,0,17,5,216,185,23,15,14,7,4,3,1,0
15181,51,139,Virginia,Page County,2015,23662,11682,11980,11188,11533,260,215,32,25,41,65,6,4,155,138,11317,11655,342,292,100,72,65,96,13,8,11449,11771,10995,11347,242,204,25,21,41,62,5,4,141,133,11111,11465,319,279,84,67,65,90,11,8,233,209,193,186,18,11,7,4,0,3,1,0,14,5,206,190,23,13,16,5,0,6,2,0
15200,51,139,Virginia,Page County,2016,23619,11624,11995,11141,11549,253,211,35,26,42,66,6,4,147,139,11274,11673,323,285,94,74,74,92,13,12,11391,11785,10954,11363,238,201,25,22,42,63,5,4,127,132,11069,11480,298,271,74,68,70,88,12,12,233,210,187,186,15,10,10,4,0,3,1,0,20,7,205,193,25,14,20,6,4,4,1,0
15219,51,139,Virginia,Page County,2017,23784,11733,12051,11223,11578,273,223,35,32,45,67,6,4,151,147,11362,11714,346,299,90,84,75,99,11,10,11490,11828,11024,11379,256,213,29,28,45,67,5,4,131,137,11144,11506,321,282,76,76,71,98,9,10,243,223,199,199,17,10,6,4,0,0,1,0,20,10,218,208,25,17,14,8,4,1,2,0
15238,51,139,Virginia,Page County,2018,23972,11842,12130,11305,11644,285,217,34,32,49,70,6,4,163,163,11457,11788,366,311,94,89,79,101,12,12,11582,11875,11089,11421,268,205,28,26,49,70,5,4,143,149,11221,11553,340,289,80,77,78,98,9,12,260,255,216,223,17,12,6,6,0,0,1,0,20,14,236,235,26,22,14,12,1,3,3,0
15257,51,139,Virginia,Page County,2019,23902,11826,12076,11266,11566,301,231,41,31,53,68,6,4,159,176,11415,11729,383,329,103,84,80,103,7,14,11552,11823,11031,11344,284,218,35,27,53,66,5,4,144,164,11168,11496,356,310,90,74,80,101,5,12,274,253,235,222,17,13,6,4,0,2,1,0,15,12,247,233,27,19,13,10,0,2,2,2
15314,51,141,Virginia,Patrick County,2010,18470,9075,9395,8389,8689,535,548,38,36,19,32,3,3,91,87,8474,8771,590,603,63,62,33,44,8,6,8843,9189,8180,8500,532,545,24,29,19,32,0,0,88,83,8262,8578,586,596,48,55,33,44,4,3,232,206,209,189,3,3,14,7,0,0,3,3,3,4,212,193,4,7,15,7,0,0,4,3
15333,51,141,Virginia,Patrick County,2011,18335,9004,9331,8316,8627,534,538,38,38,17,32,3,4,96,92,8404,8714,598,604,63,58,29,45,6,5,8762,9124,8099,8440,530,535,23,31,17,32,0,0,93,86,8185,8522,593,597,48,48,27,45,2,1,242,207,217,187,4,3,15,7,0,0,3,4,3,6,219,192,5,7,15,10,2,0,4,4
15352,51,141,Virginia,Patrick County,2012,18333,9014,9319,8319,8625,531,525,40,38,17,34,5,5,102,92,8415,8713,598,589,70,61,29,44,7,7,8765,9113,8099,8439,525,522,25,31,17,34,1,0,98,87,8191,8522,588,581,54,54,29,44,3,2,249,206,220,186,6,3,15,7,0,0,4,5,4,5,224,191,10,8,16,7,0,0,4,5
15371,51,141,Virginia,Patrick County,2013,18249,9013,9236,8294,8553,543,515,42,42,21,33,5,5,108,88,8394,8632,619,573,71,64,33,48,7,9,8754,9024,8065,8363,536,511,26,34,21,33,1,0,105,83,8162,8437,611,565,53,55,33,48,3,4,259,212,229,190,7,4,16,8,0,0,4,5,3,5,232,195,8,8,18,9,0,0,4,5
15390,51,141,Virginia,Patrick County,2014,18175,8949,9226,8250,8557,534,493,42,43,22,35,4,5,97,93,8337,8648,598,557,72,67,34,41,6,7,8684,9010,8015,8364,527,489,26,34,22,35,0,0,94,88,8099,8450,589,551,54,56,34,40,2,2,265,216,235,193,7,4,16,9,0,0,4,5,3,5,238,198,9,6,18,11,0,1,4,5
15409,51,141,Virginia,Patrick County,2015,17960,8871,9089,8184,8428,510,473,42,43,26,36,4,5,105,104,8280,8527,579,545,75,69,39,46,6,8,8589,8862,7933,8225,503,469,26,34,26,36,0,0,101,98,8025,8318,570,538,57,57,38,46,1,3,282,227,251,203,7,4,16,9,0,0,4,5,4,6,255,209,9,7,18,12,1,0,5,5
15428,51,141,Virginia,Patrick County,2016,17796,8788,9008,8111,8332,504,479,45,45,22,33,4,5,102,114,8208,8442,565,557,76,70,35,45,8,8,8493,8771,7850,8121,497,474,26,36,22,33,0,0,98,107,7944,8224,556,548,55,59,35,45,3,2,295,237,261,211,7,5,19,9,0,0,4,5,4,7,264,218,9,9,21,11,0,0,5,6
15447,51,141,Virginia,Patrick County,2017,17713,8773,8940,8074,8282,516,463,44,45,22,35,5,7,112,108,8179,8381,591,540,78,74,30,46,8,11,8478,8687,7818,8055,507,459,24,36,22,35,1,2,106,100,7918,8146,579,531,55,63,29,46,4,5,295,253,256,227,9,4,20,9,0,0,4,5,6,8,261,235,12,9,23,11,1,0,4,6
15466,51,141,Virginia,Patrick County,2018,17663,8741,8922,8053,8270,499,454,45,49,23,37,4,7,117,105,8169,8367,574,523,80,77,33,49,5,11,8445,8657,7796,8031,490,450,25,40,23,37,0,2,111,97,7906,8120,562,512,56,67,33,49,1,6,296,265,257,239,9,4,20,9,0,0,4,5,6,8,263,247,12,11,24,10,0,0,4,5
15485,51,141,Virginia,Patrick County,2019,17608,8736,8872,8050,8235,495,432,49,51,22,37,5,7,115,110,8160,8341,570,502,90,80,29,49,6,11,8441,8609,7797,8004,488,427,26,39,22,37,1,2,107,100,7899,8100,559,492,63,64,28,49,2,5,295,263,253,231,7,5,23,12,0,0,4,5,8,10,261,241,11,10,27,16,1,0,4,6
15542,51,143,Virginia,Pittsylvania County,2010,63586,31356,32230,23995,24435,6858,7276,85,66,82,112,11,6,325,335,24290,24742,7033,7473,201,183,142,164,27,22,30563,31655,23305,23959,6824,7230,70,51,79,108,10,6,275,301,23557,24233,6973,7403,169,155,128,158,21,22,793,575,690,476,34,46,15,15,3,4,1,0,50,34,733,509,60,70,32,28,14,6,6,0
15561,51,143,Virginia,Pittsylvania County,2011,63262,31108,32154,23850,24393,6712,7213,93,74,84,126,11,6,358,342,24163,24710,6919,7405,220,191,147,185,25,13,30309,31535,23160,23880,6678,7167,76,54,81,120,10,6,304,308,23429,24164,6856,7340,180,161,136,173,20,13,799,619,690,513,34,46,17,20,3,6,1,0,54,34,734,546,63,65,40,30,11,12,5,0
15580,51,143,Virginia,Pittsylvania County,2012,62895,30942,31953,23710,24283,6676,7115,90,78,94,132,11,8,361,337,24045,24591,6872,7305,213,196,161,187,26,21,30118,31330,22998,23773,6639,7068,72,55,88,126,10,8,311,300,23284,24045,6817,7233,173,162,144,178,24,21,824,623,712,510,37,47,18,23,6,6,1,0,50,37,761,546,55,72,40,34,17,9,2,0
15599,51,143,Virginia,Pittsylvania County,2013,62554,30767,31787,23571,24205,6602,7008,89,79,105,138,12,9,388,348,23931,24515,6827,7210,225,200,167,197,24,29,29924,31123,22839,23646,6561,6960,74,57,100,132,11,9,339,319,23151,23929,6761,7145,192,166,155,188,21,28,843,664,732,559,41,48,15,22,5,6,1,0,49,29,780,586,66,65,33,34,12,9,3,1
15618,51,143,Virginia,Pittsylvania County,2014,62371,30605,31766,23469,24154,6515,7013,92,75,117,144,12,9,400,371,23819,24502,6730,7225,242,200,199,200,28,24,29786,31090,22772,23591,6471,6960,77,53,112,138,11,9,343,339,23076,23909,6662,7157,199,164,178,190,26,23,819,676,697,563,44,53,15,22,5,6,1,0,57,32,743,593,68,68,43,36,21,10,2,1
15637,51,143,Virginia,Pittsylvania County,2015,62010,30491,31519,23356,23970,6495,6904,91,84,119,152,11,8,419,401,23733,24326,6734,7130,248,219,184,226,28,28,29639,30838,22630,23406,6456,6852,76,62,114,144,10,8,353,366,22950,23730,6666,7061,193,177,174,215,24,27,852,681,726,564,39,52,15,22,5,8,1,0,66,35,783,596,68,69,55,42,10,11,4,1
15656,51,143,Virginia,Pittsylvania County,2016,61704,30368,31336,23313,23802,6405,6865,97,86,124,157,12,9,417,417,23693,24179,6637,7103,244,218,192,233,31,31,29475,30601,22555,23212,6359,6802,76,61,118,148,11,9,356,369,22879,23547,6562,7015,193,173,177,217,30,27,893,735,758,590,46,63,21,25,6,9,1,0,61,48,814,632,75,88,51,45,15,16,1,4
15675,51,143,Virginia,Pittsylvania County,2017,61309,30195,31114,23136,23650,6384,6800,99,89,129,167,12,9,435,399,23535,24016,6640,7031,247,225,193,235,29,20,29295,30421,22378,23079,6339,6748,75,62,123,157,11,9,369,366,22715,23414,6562,6961,196,186,179,221,24,19,900,693,758,571,45,52,24,27,6,10,1,0,66,33,820,602,78,70,51,39,14,14,5,1
15694,51,143,Virginia,Pittsylvania County,2018,60901,30034,30867,22953,23426,6371,6767,108,86,128,169,12,9,462,410,23382,23799,6632,7005,253,220,207,234,38,30,29096,30163,22171,22859,6319,6707,78,59,122,159,11,9,395,370,22540,23194,6544,6925,193,180,194,218,33,27,938,704,782,567,52,60,30,27,6,10,1,0,67,40,842,605,88,80,60,40,13,16,5,3
15713,51,143,Virginia,Pittsylvania County,2019,60354,29721,30633,22754,23236,6259,6711,110,89,129,174,13,11,456,412,23176,23605,6520,6958,264,222,202,243,27,32,28770,29921,21956,22665,6208,6645,79,63,121,162,12,10,394,376,22319,22999,6437,6869,204,184,188,229,25,30,951,712,798,571,51,66,31,26,8,12,1,1,62,36,857,606,83,89,60,38,14,14,2,2
15770,51,145,Virginia,Powhatan County,2010,28125,15145,12980,12252,11507,2635,1205,45,33,51,84,7,3,155,148,12390,11637,2728,1288,95,87,81,109,12,14,14864,12754,12004,11323,2613,1185,44,32,51,83,7,3,145,128,12133,11436,2700,1256,92,75,78,107,12,14,281,226,248,184,22,20,1,1,0,1,0,0,10,20,257,201,28,32,3,12,3,2,0,0
15789,51,145,Virginia,Powhatan County,2011,28129,15182,12947,12284,11494,2634,1186,44,33,50,86,5,4,165,144,12425,11618,2734,1272,95,79,81,116,15,11,14896,12720,12036,11303,2610,1170,42,32,50,86,5,4,153,125,12167,11408,2705,1248,89,71,78,114,13,9,286,227,248,191,24,16,2,1,0,0,0,0,12,19,258,210,29,24,6,8,3,2,2,2
15808,51,145,Virginia,Powhatan County,2012,28178,15200,12978,12348,11548,2569,1150,49,34,64,98,4,4,166,144,12490,11675,2673,1236,97,86,97,122,15,9,14918,12739,12107,11349,2542,1130,44,32,64,98,4,4,157,126,12241,11459,2641,1204,90,78,94,121,15,8,282,239,241,199,27,20,5,2,0,0,0,0,9,18,249,216,32,32,7,8,3,1,0,1
15827,51,145,Virginia,Powhatan County,2013,28300,15207,13093,12394,11647,2518,1140,54,40,64,99,5,5,172,162,12545,11785,2625,1238,108,86,100,133,12,20,14919,12825,12141,11431,2498,1117,50,38,64,99,5,5,161,135,12281,11543,2602,1196,98,79,98,130,12,19,288,268,253,216,20,23,4,2,0,0,0,0,11,27,264,242,23,42,10,7,2,3,0,1
15846,51,145,Virginia,Powhatan County,2014,28496,15255,13241,12493,11815,2456,1109,56,39,69,106,5,15,176,157,12643,11958,2561,1197,121,95,106,129,8,22,14957,12982,12231,11607,2434,1086,53,37,69,106,5,13,165,133,12371,11730,2535,1159,113,82,103,128,8,19,298,259,262,208,22,23,3,2,0,0,0,2,11,24,272,228,26,38,8,13,3,1,0,3
15865,51,145,Virginia,Powhatan County,2015,28056,14653,13403,12384,11952,1964,1108,57,43,60,97,6,21,182,182,12543,12115,2070,1209,116,91,95,140,14,34,14355,13143,12126,11737,1939,1087,54,41,60,97,6,21,170,160,12275,11881,2040,1177,106,80,93,136,14,32,298,260,258,215,25,21,3,2,0,0,0,0,12,22,268,234,30,32,10,11,2,4,0,2
15884,51,145,Virginia,Powhatan County,2016,28443,14869,13574,12655,12129,1896,1071,60,51,68,102,6,25,184,196,12813,12313,2001,1189,124,106,103,135,17,34,14569,13284,12396,11900,1872,1044,56,47,68,102,6,25,171,166,12542,12055,1972,1147,113,89,101,133,17,32,300,290,259,229,24,27,4,4,0,0,0,0,13,30,271,258,29,42,11,17,2,2,0,2
15903,51,145,Virginia,Powhatan County,2017,28716,14890,13826,12817,12385,1739,1059,65,53,68,106,7,28,194,195,12992,12566,1851,1173,126,114,104,145,16,37,14563,13528,12543,12151,1715,1031,57,49,67,106,6,27,175,164,12700,12303,1820,1132,111,97,97,138,15,35,327,298,274,234,24,28,8,4,1,0,1,1,19,31,292,263,31,41,15,17,7,7,1,2
15922,51,145,Virginia,Powhatan County,2018,29210,15149,14061,13070,12621,1722,1041,67,60,73,109,7,28,210,202,13260,12796,1843,1164,134,123,113,146,17,41,14781,13733,12772,12359,1690,1012,58,56,73,109,6,27,182,170,12938,12504,1795,1121,110,106,111,141,15,37,368,328,298,262,32,29,9,4,0,0,1,1,28,32,322,292,48,43,24,17,2,5,2,4
15941,51,145,Virginia,Powhatan County,2019,29652,15325,14327,13223,12873,1710,1016,69,61,69,109,6,29,248,239,13449,13082,1853,1167,153,131,110,162,14,40,14961,14004,12930,12605,1677,988,60,57,69,107,6,29,219,218,13130,12796,1805,1126,129,117,109,156,13,40,364,323,293,268,33,28,9,4,0,2,0,0,29,21,319,286,48,41,24,14,1,6,1,0
15998,51,147,Virginia,Prince Edward County,2010,23359,11560,11799,7504,7390,3749,4044,45,32,93,137,7,10,162,186,7657,7557,3852,4163,89,85,123,165,10,20,11255,11571,7284,7228,3699,3999,32,28,90,137,5,10,145,169,7420,7378,3792,4105,72,77,116,165,8,20,305,228,220,162,50,45,13,4,3,0,2,0,17,17,237,179,60,58,17,8,7,0,2,0
16017,51,147,Virginia,Prince Edward County,2011,22318,11061,11257,7034,6914,3693,3942,46,36,105,153,7,10,176,202,7195,7093,3810,4074,93,91,134,189,11,19,10758,11038,6834,6762,3637,3898,28,32,101,153,5,10,153,183,6975,6925,3735,4021,71,79,128,187,8,16,303,219,200,152,56,44,18,4,4,0,2,0,23,19,220,168,75,53,22,12,6,2,3,3
16036,51,147,Virginia,Prince Edward County,2012,23172,11527,11645,7468,7261,3729,3968,45,34,108,166,7,10,170,206,7626,7450,3828,4095,103,94,137,201,11,19,11215,11405,7260,7096,3669,3917,27,30,104,166,5,10,150,186,7398,7265,3760,4029,76,85,130,200,9,19,312,240,208,165,60,51,18,4,4,0,2,0,20,20,228,185,68,66,27,9,7,1,2,0
16055,51,147,Virginia,Prince Edward County,2013,22714,11211,11503,7347,7151,3522,3904,41,37,118,189,6,11,177,211,7506,7343,3637,4043,84,96,152,221,18,20,10911,11258,7142,6986,3469,3852,26,33,114,189,4,11,156,187,7280,7155,3571,3974,64,85,147,219,14,20,300,245,205,165,53,52,15,4,4,0,2,0,21,24,226,188,66,69,20,11,5,2,4,0
16074,51,147,Virginia,Prince Edward County,2014,22975,11321,11654,7459,7267,3522,3937,42,35,112,183,7,11,179,221,7620,7470,3640,4078,90,109,147,208,11,22,10995,11401,7230,7093,3470,3888,25,31,108,182,5,11,157,196,7369,7274,3577,4011,64,96,141,205,9,22,326,253,229,174,52,49,17,4,4,1,2,0,22,25,251,196,63,67,26,13,6,3,2,0
16093,51,147,Virginia,Prince Edward County,2015,23120,11534,11586,7509,7237,3677,3915,38,38,114,182,8,11,188,203,7681,7417,3791,4041,93,93,147,220,14,21,11197,11336,7274,7063,3618,3866,24,33,110,181,6,11,165,182,7424,7224,3720,3981,71,82,140,215,11,19,337,250,235,174,59,49,14,5,4,1,2,0,23,21,257,193,71,60,22,11,7,5,3,2
16112,51,147,Virginia,Prince Edward County,2016,23020,11496,11524,7513,7206,3633,3870,42,38,104,199,9,11,195,200,7691,7383,3759,3991,91,99,139,232,19,22,11139,11284,7258,7039,3569,3821,28,33,100,199,7,11,177,181,7419,7199,3687,3932,67,84,133,230,17,22,357,240,255,167,64,49,14,5,4,0,2,0,18,19,272,184,72,59,24,15,6,2,2,0
16131,51,147,Virginia,Prince Edward County,2017,22678,11297,11381,7293,7042,3626,3881,40,39,117,192,9,10,212,217,7492,7238,3767,4017,96,104,144,230,16,19,10930,11120,7025,6853,3568,3831,26,33,113,192,7,10,191,201,7204,7036,3697,3956,74,95,136,226,14,18,367,261,268,189,58,50,14,6,4,0,2,0,21,16,288,202,70,61,22,9,8,4,2,1
16150,51,147,Virginia,Prince Edward County,2018,22906,11465,11441,7351,7092,3722,3886,38,37,121,185,9,11,224,230,7561,7289,3868,4042,88,110,163,219,18,19,11084,11162,7078,6890,3660,3834,24,31,117,185,7,11,198,211,7265,7070,3787,3976,68,97,155,218,15,19,381,279,273,202,62,52,14,6,4,0,2,0,26,19,296,219,81,66,20,13,8,1,3,0
16169,51,147,Virginia,Prince Edward County,2019,22802,11400,11402,7346,7101,3666,3822,38,39,125,193,12,12,213,235,7540,7309,3802,3980,94,103,159,232,23,24,11003,11125,7057,6902,3605,3770,24,33,121,193,10,12,186,215,7226,7092,3727,3913,72,90,150,230,19,24,397,277,289,199,61,52,14,6,4,0,2,0,27,20,314,217,75,67,22,13,9,2,4,0
16226,51,149,Virginia,Prince George County,2010,35642,19446,16196,11654,10622,6952,4651,151,66,217,352,51,63,421,442,11989,11002,7210,4933,281,188,340,461,92,103,18251,15301,10803,10008,6699,4455,132,55,196,332,45,59,376,392,11104,10342,6931,4704,243,161,311,433,81,96,1195,895,851,614,253,196,19,11,21,20,6,4,45,50,885,660,279,229,38,27,29,28,11,7
16245,51,149,Virginia,Prince George County,2011,36716,20081,16635,11990,10829,7172,4760,165,99,228,374,63,64,463,509,12364,11260,7468,5076,297,229,359,518,95,97,18734,15608,11039,10135,6893,4545,139,70,205,354,50,58,408,446,11372,10507,7149,4826,251,175,326,489,78,88,1347,1027,951,694,279,215,26,29,23,20,13,6,55,63,992,753,319,250,46,54,33,29,17,9
16264,51,149,Virginia,Prince George County,2012,37123,20479,16644,12189,10786,7308,4791,169,96,251,418,71,55,491,498,12589,11195,7611,5091,301,235,375,560,121,98,19062,15600,11162,10055,7037,4582,139,72,224,398,56,48,444,445,11523,10417,7315,4848,253,196,338,531,103,87,1417,1044,1027,731,271,209,30,24,27,20,15,7,47,53,1066,778,296,243,48,39,37,29,18,11
16283,51,149,Virginia,Prince George County,2013,37333,20545,16788,12243,10832,7293,4837,157,86,269,436,64,57,519,540,12669,11286,7632,5173,294,240,416,585,105,102,19018,15646,11115,10002,7014,4636,129,64,241,413,51,52,468,479,11498,10400,7318,4935,250,194,381,555,88,95,1527,1142,1128,830,279,201,28,22,28,23,13,5,51,61,1171,886,314,238,44,46,35,30,17,7
16302,51,149,Virginia,Prince George County,2014,37415,20516,16899,12269,10881,7186,4875,166,99,280,451,65,60,550,533,12710,11329,7528,5200,319,254,441,587,111,107,18963,15696,11122,10009,6907,4674,135,70,260,430,54,54,485,459,11510,10392,7215,4961,263,196,408,552,95,94,1553,1203,1147,872,279,201,31,29,20,21,11,6,65,74,1200,937,313,239,56,58,33,35,16,13
16321,51,149,Virginia,Prince George County,2015,38246,21081,17165,12467,10933,7502,5061,174,94,291,468,80,65,567,544,12930,11391,7852,5389,337,259,446,616,128,110,19432,15933,11241,10036,7233,4851,138,68,270,446,64,58,486,474,11639,10433,7535,5143,267,200,414,583,106,97,1649,1232,1226,897,269,210,36,26,21,22,16,7,81,70,1291,958,317,246,70,59,32,33,22,13
16340,51,149,Virginia,Prince George County,2016,37972,20616,17356,12347,10995,7177,5164,170,115,296,476,75,60,551,546,12806,11442,7512,5502,326,253,446,632,126,105,18920,16039,11102,10022,6893,4956,134,81,271,452,59,54,461,474,11487,10407,7174,5256,257,190,401,591,102,97,1696,1317,1245,973,284,208,36,34,25,24,16,6,90,72,1319,1035,338,246,69,63,45,41,24,8
16359,51,149,Virginia,Prince George County,2017,38006,20578,17428,12169,10878,7160,5229,170,115,327,506,81,66,671,634,12731,11417,7586,5621,342,275,499,696,131,111,18823,16140,10901,9970,6870,5013,130,74,298,481,70,57,554,545,11363,10434,7223,5351,262,207,453,648,110,99,1755,1288,1268,908,290,216,40,41,29,25,11,9,117,89,1368,983,363,270,80,68,46,48,21,12
16378,51,149,Virginia,Prince George County,2018,37993,20442,17551,12133,10889,7030,5325,166,107,338,492,81,74,694,664,12708,11440,7478,5746,347,282,518,680,142,132,18598,16167,10825,9931,6718,5090,127,69,306,453,69,65,553,559,11280,10392,7077,5446,258,213,469,620,113,116,1844,1384,1308,958,312,235,39,38,32,39,12,9,141,105,1428,1048,401,300,89,69,49,60,29,16
16397,51,149,Virginia,Prince George County,2019,38353,20598,17755,12152,10969,7103,5407,175,109,344,493,87,81,737,696,12778,11556,7561,5853,358,303,550,681,137,126,18727,16310,10818,9970,6795,5174,130,73,309,452,76,76,599,565,11327,10444,7171,5535,263,215,489,621,114,115,1871,1445,1334,999,308,233,45,36,35,41,11,5,138,131,1451,1112,390,318,95,88,61,60,23,11
16454,51,153,Virginia,Prince William County,2010,406169,201822,204347,135108,132469,41318,44186,2437,2270,14739,16714,396,377,7824,8331,142079,139820,45258,48535,4352,4353,18035,20139,772,778,159117,164390,98947,98935,38693,41376,490,539,14341,16337,195,237,6451,6966,104682,105065,41895,44978,1805,2055,17280,19414,480,556,42705,39957,36161,33534,2625,2810,1947,1731,398,377,201,140,1373,1365,37397,34755,3363,3557,2547,2298,755,725,292,222
